Id_Tempat,Nama Tempat,Deskripsi Tempat,Kategori Tempat,Kota,Rating Tempat,Harga Masuk,User Rating
24,Amazing Art World,"Amazing Art World Bandung, sebuah objek wisata yang terletak di Bandung, yang menegaskan bahwa destinasi wisata itu bukan hanya sekedar tentang pantai, air terjun, atau wisata alam lainnya saja. Hasil karya lukisanpun ternyata mampu menjadi sebuah destinasi wisata yang sangat menyenangkan. Apalagi lukisan 3D, selain keren, tetapi mampu membuat manipulasi bagi mata para pengunjung. Luasnya Amazing Art World Bandung menjadikannya sebagai salah-satu museum lukisan 3D terbesar, bukan hanya di tingkat nasional, tetapi di dunia.",Budaya,Bandung,4.5,75000,23
25,Gua Belanda,"Gua Belanda Bandung merupakan sebuah gua yang berada dalam kawasan yang sekarang ditetapkan sebagai Taman Hutan Raya Ir. H. Djuanda adalah bentangan pegunungan dari Barat sampai ke Timur yang merupakan â€œtangki air raksasa alamiahâ€ untuk cadangan di musim kemarau. Di daerah Aliran Sungai Cikapundung yang ada di Taman Hutan Raya Ir. H. Djuanda pada masa pendudukan Belanda dibangun Pembangkit Listrik Tenaga Air (PLTA) Bengkok yang merupakan PLTA pertama di Indonesia pada tahun 1918, dimana terowongan tersebut melewati Perbukitan batu pasir tufaan.",Cagar Alam,Bandung,4.4,15000,22
26,Taman Balai Kota Bandung,"Taman Balai Kota Bandung merupakan sebuah taman kota yang terletak di Kota Bandung. Taman ini berada di sebelah selatan Balai Kota Bandung. Saat ini, Taman Balai Kota Bandung terdiri dari dua taman yang menyatu, antara lain Taman Dewi Sartika dan Taman Badak. Kedua taman tersebut diresmikan oleh Walikota Bandung saat itu, Ridwan Kamil, pada tanggal 19 Desember 2017._x000D_",Taman Hiburan,Bandung,4.6,0,30
27,Panghegar Waterboom Bandung,"Panghegar Waterboom Bandung merupakan salah satu destinasi wisata yang wajib dikunjungi bagi wisatawan yang hendak mengajak buah hatinya bermain air. Terletak di Buah Batu, lokasi ini kerap kali diincar saat akhir pekan. Tak hanya menyuguhkan kolam renang, tempat ini juga menyediakan berbagai wahana menarik yang sayang jika dilewatkan. Terdiri dari seluncuran air yang dibagi untuk 2 kategori yaitu seluncuran orang dewasa dan seluncuran anak-anak. Destinasi rekreasi keluarga menawarkan beragam kegiatan seru, baik untuk anak-anak maupun dewasa. Terdapat beberapa jenis kolam yang bisa dicoba: kolam ombak, kolam mini, kolam arus, dan lain sebagainya. Ada pun yang paling baru di Panghegar Waterboom Bandung yaitu kolam air panas yang disajikan bagi wisatawan yang hendak berendam.",Taman Hiburan,Bandung,4.3,75000,16
28,Gunung Manglayang,"Gunung Manglayang adalah sebuah gunung bertipe Stratovolcano yang terletak di antara Kota Bandung dan Kabupaten Sumedang, Jawa Barat, Indonesia dan memiliki ketinggian sekitar 1818 mdpl. Pemandangannya cukup indah, tetapi karena relatif tidak terlalu tinggi, sehingga kurang dikenal oleh pendaki-pendaki gunung pada umumnya.Dalam deretan gunung-gunung Burangrang â€“ Tangkuban Perahu â€“ Bukit Tunggul â€“ Gunung Manglayang, Gunung Manglayang menjadi gunung yang terindah dari rangkaian keempat gunung tersebut. Mungkin itulah sebabnya di kalangan para penggiat alam bebas, gunung ini sempat terlupakan terkecuali para penggiat alam bebas dari Bandung dan sekitarnya. Walaupun begitu, Gunung Manglayang tetap menawarkan pesona alamnya tersendiri.",Cagar Alam,Bandung,4.5,7500,17
29,Lembang Park & Zoo,"Di Lembang Park & Zoo ada 370 ekor satwa, lengkap dari berbagai jenis herbivora, karnivora, dan omnivora. Luas total tempat ini mencapai 20 hektar, namun baru 10 hektar yang dikembangkan. Sisanya akan dikembangkan sebagai wisata berkonsep safari. Di area safari tersebut, pengunjung bisa berkeliling menggunakan kendaraan untuk melihat satwa yang bebas dilepas di area tersebut.",Cagar Alam,Bandung,4.5,50000,21
30,Taman Lalu Lintas Ade Irma Suryani Nasution,"Taman Lalu-lintas Ade Irma Suryani adalah sebuah taman rekreasi yang ada di jantung kota Bandung, Jawa Barat, Indonesia. Selain sebagai taman dan tempat bermain, di sini juga dijadikan pusat latihan membaca rambu-rambu lalu lintas. Taman Lalu Lintas memiliki pengertian bahwa sebuah taman lalu lintas atau traffic taman anak-anak adalah sebuah taman di mana anak-anak dapat mempelajari aturan jalan . Sebuah taman lalu lintas juga disebut sebuah desa taman transportasi atau lalu lintas taman atau keselamatan tergantung pada lokal .Taman lalu lintas sering dibuat sebagai daya tarik dalam taman yang lebih besar . Dalam kasus lain, mereka sekali pakai taman dan sering dalam skala kecil . Mereka dapat ditemukan di daerah perkotaan maupun pedesaan .",Taman Hiburan,Bandung,4.4,7000,22
31,Lawangwangi Creative Space,"Lawangwangi merupakan sebuah galeri seni dengan konsep retro modern. Mememadukan keindahan alam dan cita rasa kuliner. Hmm, bikin penasaran ya Teman Traveler. Lawangwangi Creative Space sebelumnya hanya sekedar menyediakan Lab Math dan Art Space bagi para pecinta dan penikmat seni. Pengunjung bisa menemukan sebuah ruangan khusus untuk memamerkan kreasi dari beragam seniman. Karya yang ditampilkan berbeda-beda tiap bulan. Namun galeri seni yang mulanya diprediksi dapat menarik banyak pengunjung, rupanya justru kurang diminati. Akhirnya dengan memadukan keindahan alam sekitar bangunan, dibangunlah sebuah kafe modern dengan nuansa seni.",Taman Hiburan,Bandung,4.4,0,26
32,Curug Dago,Curug Dago Kota Bandung Jawa Barat berada di ketinggian 800 meter di atas permukaan air laut dengan tinggi air terjun mencapai 12 meter. Air terjun ini terbentuk sebagai akibat aliran Sungai Cikapundung yang mengalir sepanjang area Maribaya hingga Kota Bandung. Curug Dago pakar Bandung punya nilai historis yang tinggi dengan jejak sejarah hingga Kerajaan Thailand. Alasannya adalah dengan adanya prasasti Kerajaan Thailand dari abad ke-18 yang bertuliskan nama Raja Chulalongkom III atau Rama V dari Kerajaan Thailand.,Cagar Alam,Bandung,4,12000,19
33,Kampung Korea Bandung,Kampung Korea adalah sebuah kawasan di kota Bandung yang dibangun semirip mungkin dengan karakter kota Seoul di Korea Selatan. Tujuan pengembangan kawasan ini adalah sebagai bagian dari kegiatan sister city antara Bandung dengan Seol. Pembangunan dimulai pada tahun 2017 atas inisiatif Ridwan Kamil selaku wali kota Bandung saat itu.\nKeberadaan kampung korea ditujukan untuk meningkatkan pariwisata kota Bandung._x000D_,Budaya,Bandung,4.1,15000,13
34,Kampung Batu Malakasari,"Kampung Batu Malakasari adalah sebuah tempat wisata yang didirikan di bekas penambangan batu. Di lokasi tersebut masih terlihat jelas pahatan-pahatan bekas penambangan Batu. Kini, di bekas penambangan batu itu terisi oleh air yang membentuk menjadi sebuah danau. Tempat wisata ini berkonsep wahana wisata pendidikan, petualangan dan kuliner. Biasanya sering dijadikan destinasi field trip sekolah-sekolah di sekitar Bandung. Berbagai wahana dan fasilitasnya sangat lengkap untuk menunjang program field trip sekolah-sekolah._x000D_",Taman Hiburan,Bandung,4.1,10000,34
35,Jendela Alam,"Tidak hanya menikmati alam sekitar yang masih sejuk dan hijau, anak anda juga bisa mengikuti berbagai kegiatan edukasi yang bermanfaat. Berbagai kegiatan edukasi disediakan dan dirancang sedemikian rupa sehingga menarik buat keluarga. Kegiatan edukasi yang tersedia cocok untuk anak mulai dari usia TK sampai dengan SMA.",Taman Hiburan,Bandung,4.4,20000,21
36,Curug Tilu Leuwi Opat,"Curug Tilu Leuwi Opat merupakan salah satu wisata curug di Lembang. Tempatnya sendiri cukup luas. Disini ada area outbond, camping, dan tentunya wisata air terjun dan sungai. Area depan berupa lembah dengan sungai jernih. Biasanya outbond, camping, dan permainan dilakukan di area ini. Lokasi curug tilu leuwi opat sebenarnya bertetangga langsung dengan Dusun Bambu lho. Pernah ke dusun bambu? jika naik ke skywalk lutung kasarung, atau mengunjungi area camping, anda bisa melihat lembah yang berbatasan langsung dengan dusun bambu. Nah, lembah itu termasuk ke dalam area wisata curug tilu leuwi opat. Di lembah ini mengalir sungai dengan air jernih yang bersumber dari Situ Lembang.",Cagar Alam,Bandung,4.4,10000,26
37,Kiara Artha Park,"Kiara Artha Park merupakan sebuah kawasan terpadu yang memadukan konsep hunian, bisnis, komersial, dan wisata yang ikonik di Kota Bandung dengan luas + 2.9 hektar. Kiara Artha Park sendiri merupakan salah satu dari sekian banyak  ruang publik bertemakan Taman Kota yang ada di Bandung yang terletak di tengah Kota Bandung . Taman ini melengkapi taman-taman tematik lainnya yang sudah ada di Kota Bandung. Taman  kota ini  kini menjadi salah satu tujuan wisata warga Bandung khususnya dan  bagi masyarakat umum. Meskipun Taman ini baru dibuka yaitu pada tanggal 17 Agustus 2019, warga Bandung  dan masyarakat sangat antusias datang dan menikmati berbagai aktivitas dan wahana yang ada._x000D_",Taman Hiburan,Bandung,4.4,15000,18
38,NuArt Sculpture Park,"NuArt Sculpture Park ini merupakan sebuah gallery miliki seorang seniman ternama di Bandung yang bernama Nyoman Nuarta. Terlahir di Tabanan Bali, Nyoman Nuarta akhirnya menetap di Bandung. Dan ada fakta menarik dari seniman berkelas internasional tersebut, dimana ia dahulu rupanya lulusan dari Fakultas Seni Rupa dari perguruan tinggi ternama di Bandung yakni ITB pada tahun 1979 silam. Kehlian Nyoman Nuarta sebagai seorang maestro pemahat dan juga pematung hebat memang sudah dikenal secara internasional, maka dari itu ia pun membuat NuArt Sculpture Park ini untuk memamerkan semua karya seni yang ia miliki selama ini.",Taman Hiburan,Bandung,4.7,50000,33
39,Upside Down World Bandung,"Upside Down World Bandung pertama kali dibuka pada 10 Oktober 2016 dengan konsep yang sangat unik. Semua furnitur yang berada di Upside Down World ini dipasang terbalik seolah pengunjung berada di langit-langit ruangan. Dengan konsep rumah terbaik tempat wisata ini memiliki keunikan tersendiri. Pengunjung yang datang ke sini kebanyakan para kawula muda yang ingin berfoto dengan latar yang tak biasa. Di dalam bangunan ini terdapat sepuluh ruangan dengan tema yang berbeda-beda layaknya di dalam sebuah rumah. Ada ruang tamu, kamar tidur anak, ruang keluarga, ruang santai, dapur, kamar mandi, dan lain sebagainya. Pengunjung bisa mengambil gambar pada semua ruangan dan hasil foto dapat dicetak di layanan cetak foto. Jika pengunjung merasa tak biasa dan bingung harus bergaya foto seperti apa, maka akan ada petugas yang dapat mengarahkan gayanya. Atau dengan melihat hasil foto para pengunjung sebelumnya yang dipasang di ruangan itu._x000D_",Taman Hiburan,Bandung,4,100000,19
40,Pesona Nirwana Waterpark & Cottages,"Pesona Nirwana Waterpark merupakan sebuah objek wisata wahana air seluas 4000 meter persegi yang berlokasi di Kampung Legok Jeungjing, Desa Panyirapan, Kecamatan Soreang, Kabupaten Bandung.\nBerjarak sekitar 1 Km dari Kantor Pemda Kabupaten Bandung. Lokasi wisata ini dibuka untuk umum setiap hari dan bisa menjadi alternatif pilihan lokasi wisata Kabupaten Bandung selain kawasan wisata Ciwidey\n\nLokasi Pesona Nirwana Waterpark merupakan bekas kawasan tambang galian C dengan tebing curam di hampir sebagian lokasinya dan merupakan bagian dari rencana resort ramah lingkungan dengan total target pembangunan seluas 4 hektar.\nPemilik dari Pesona Nirwana Waterpark adalah I Nyoman Nuarta, seorang pematung asal Bali yang juga terkenal sebagai tokoh pelestarian lingkungan",Taman Hiburan,Bandung,4.1,50000,29
41,Taman Lansia,"Berlibur santai di akhir pekan cocok dilakukan dengan menghabiskan waktu di taman. Salah satu taman yang dapat menjadi tujuan wisata adalah Taman Lansia Bandung. Lansia merupakan singkatan dari Lanjut Usia. Meski begitu, taman ini tidak dikhususkan untuk para lansia, namun untuk semua kalangan. Nama lansia kemungkinan diberikan karena usia taman ini yang sudah sangat tua. Bahkan, usianya sudah ratusan tahun, karena sudah ada sejak tahun 1885.",Taman Hiburan,Bandung,4.4,0,18
42,Kampoeng Tulip,"Kampoeng Tulip ialah salah satu objek wisata di Bandung yang lokasinya dipenuhi dengan bunga-bunga tulip yang sangat indah. Tulip sendiri adalah bunga cantik yang identik dengan Negara Kincir Angin yaitu Belanda. Jika Anda ingin menyaksikan bunga tulip, Anda tidak perlu jauh-jauh ke Belanda. Melainkan, cukup pergi ke kota Bandung saja, Anda sudah bisa menemuinya. Lokasi wisata ini memiliki banyak pengunjung, mulai dari wisatawan dalam kota maupun luar kota.",Taman Hiburan,Bandung,3.8,15000,30
43,Selasar Sunaryo Art Space,"Selasar Sunaryo Art Space (SSAS) adalah sebuah ruang dan organisasi nirlaba yang bertujuan mendukung pengembangan praktik dan pengkajian seni dan kebudayaan visual di Indonesia. Dididirikan pada tahun 1998 oleh Sunaryo, SSAS aktif menyelenggarakan kegiatan-kegiatan yang berorientasi pada edukasi publik. Dengan arahan & dukungan dari Yayasan Selasar Sunaryo, fokus utama SSAS adalah pada penyelenggaraan program-program seni rupa kontemporer, melalui pameran, diskusi, residensi & lokakarya. Sebagai pusat kebudayaan, SSAS menyelenggarakan kegiatan-kegiatan yang berhubungan dengan disiplin-disiplin seni lain seperti desain, kriya, seni pertunjukan, sastra, arsitektur, dan lain sebagainya. Selain memajang koleksi permanen, SSAS juga menyelenggarakan pameran-pameran tunggal atau bersama yang menampilkan karya-karya para seniman muda dan senior, dari Indonesia maupun mancanegara.",Taman Hiburan,Bandung,4.6,25000,21
44,Teras Cikapundung BBWS,"Teras Cikapundung Bandung sebelumnya merupakan daerah yang kumuh dan tak terurus yang berhasil diubah menjadi tempat wisata. Cikapundung adalah sungai yang membelah Kota Bandung yang dimulai dari daerah Bandung Utara dan bermuara di Sungai Citarum, Bandung Selatan. Sebelumnya, taman ini merupakan tempat berkumpulnya orang-orang kreatif seperti para seniman yang ada di Bandung. Terdapat beberapa sanggar seni dan ramainya warung makan di tempat ini, sampai pada akhirnya terlantar dan dibiarkan kotor. Kini Teras Cikapundung Bandung telah berubah menjadi tempat wisata terbuka untuk umum dengan konsep ekologi dan urban. Berbagai fasilitas menarik tersedia di Teras Cikapundung dan bisa digunakan pada saat rekreasi ke obyek wisata yang satu ini. Dilengkapi dengan kolam ikan dan lampu-lampu, membuat taman ini sangat cantik dikunjungi pada malam hari. Terlebih suasananya yang ramai membuat para pengunjung lupa bahwa dulunya tempat ini pernah dijuluki sebagai â€œtempat jin buang anakâ€.",Taman Hiburan,Bandung,4.3,0,19
45,Museum Barli,"Museum Barli adalah sebuah museum yang terletak di Kota Bandung. Museum ini didedikasikan untuk mengenang dan memamerkan hasil karya pelukis Barli Sasmitawinata. Museum ini didirikan pada tahun 1990 dan diresmikan pada Oktober 1992 oleh Soesilo Soedarman, Menteri Pariwisata, Pos, dan Telekomunikasi pada waktu itu. Awalnya museum ini tidak dibuka untuk umum. Namun, saat ini museum dapat dikunjungi oleh siapa saja. Museum ini juga menjadi tempat dari berbagai kegiatan seni seperti pameran karya seni rupa, penjualan karya, diskusi dan sarasehan, pelatihan studio keramik dan lukis.",Budaya,Bandung,4.4,15000,24
46,Wisata Batu Kuda,"Kawasan Batu Kuda berupa perbukitan dengan hutan pinus yang indah. Berada di ketinggian antara 1150 sampai dengan 1300 mdpl, segarnya pegunungan Bandung bisa anda dapatkan disini. Batu Kuda berada di bawah pengawasan Perhutani langsung. Dulu tempat ini terkesan apa adanya. Tapi sekarang sudah jauh lebih tertata. Biasanya, tempat ini jadi tujuan wisata keluarga warga sekitarnya saja. Tapi sekarang, sudah lebih dikenal dan lebih banyak dikunjungi wisatawan juga.",Cagar Alam,Bandung,4.4,10000,15
47,Monumen Bandung Lautan Api,"Monumen Bandung Lautan Api, merupakan monumen yang menjadi markah tanah Bandung. Monumen ini setinggi 45 meter, memiliki sisi sebanyak 9 bidang.\nMonumen ini dibangun untuk memperingati peristiwa Bandung Lautan Api, dimana terjadi pembumihangusan Bandung Selatan yang dipimpin oleh Muhammad Toha.\nMonumen ini berada di tengah-tengah kota yaitu terletak di kawasan Lapangan Tegallega. Monumen ini menjadi salah satu monumen terkenal di Bandung.\nMonumen ini menjadi pusat perhatian setiap tanggal 23 Maret mengenang peristiwa Bandung Lautan Api._x000D_",Budaya,Bandung,4.3,0,23
48,Museum Gedung Sate,"Salah satu museum yang menjadi ikon kota ini adalah Museum Gedung Sate. Museum yang berada di gedung yang sama dengan kantor dinas Gubernur Jawa Barat ini dibangun pada masa kolonial oleh arsitek Belanda, Johan Gerber. Diresmikan pada 8 Desember 2017 dan mengusung 'Smart Museum', Museum Gedung Sate ini menjadi museum interaktif pertama di Indonesia. Konsep tersebut memberikan panduan informasi mengenai bangunan bersejarah menggunakan teknologi digital._x000D_",Budaya,Bandung,4.6,5000,23
49,Monumen Perjuangan Rakyat Jawa Barat,"Monumen Perjuangan Rakyat Jawa Barat (Monju) adalah Museum Sejarah Perjuangan Rakyat Jawa Barat, di Tatar Pasundan atau Parahyangan. Monumen diresmikan oleh Gubernur Jawa Barat, Raden Nana Nuriana pada tanggal 23 Agustus 1995.",Budaya,Bandung,4.5,0,29
50,Museum Pos Indonesia,"Museum Pos Indonesia telah ada sejak masa Hindia Belanda dengan nama Pos Telegraph dan Telepon (PTT). Pada tahun 1931 telah dibuka Museum PTT yang terletak di bagian sayap kanan bawah Gedung Kantor Pusat PTT, Jalan Cilaki, nomor 55, Bandung, (sekarang nomor 73). Atau tepatnya di sayap timur gedung pusat pemerintahan Provinsi Jawa Barat yang lebih terkenal dengan Gedung Sate. Pada 27 September 1983, Menteri Pariwisata, Pos dan Telekomunikasi meresmikan PTT menjadi Museum Pos Indonesia. Koleksi museum ini terdiri atas prangko-prangko dari Indonesia dan berbagai negara yang sangat bersejarah, dengan jumlah mencapai 131.000.000 keping perangko dan 200 koleksi peralatannya, yakni berupa timbangan paket, alat cetak perangko, surat-surat berharga, armada pengantar surat, dan lain sebagainya. Selain menyimpan peninggalan pos tersebut dalam ruang pamer, Museum ini juga memiliki ruang social center yang dapat diperuntukan bagi aneka kegiatan._x000D_",Budaya,Bandung,4.5,10000,28
51,Ciwangun Indah Camp Official,"Ciwangun Indah Camp atau CIC adalah sebuah tempat rekreasi berkonsep petualangan alam dan outbound. Tempat ini terletak di kecamatan Parongpong Kabupaten Bandung Barat, bersebelahan dengan dusun bambu. Dengan latar alam hutan di bawah kaki gunung Burangrang, CIC layak dijadikan destinasi wisata. Dengan tempat yang masih terjaga keindahan alamnya, beberapa aktivitas bisa dilakukan di CIC. Aktivitas yang cocok untuk dilakukan di CIC adalah kegiatan yang berbasis petualangan alam. Berikut beberapa kegiatan yang cocok untuk dilakukan di Ciwangun Indah Camp.",Cagar Alam,Bandung,4.3,10000,19
52,Wot Batu,"Wot Batu adalah sebuah konfigurasi energi yang hadir dari perjalanan spiritualitas dan transendental Sunaryo. Dalam ruang terbuka seluas Â±2000 m2 dengan rangkaian 135 +1, batu-batu ditanam dan ditata secara konseptual dan harmoni. Sunaryo menarik garis dari pegunungan di sekitar Bandung, dan dari garis itu dibawanya batu-batu vulkanik sebagai medium mahakarya yang tak lekang oleh waktu. Setiap pahatan, tatahan, dan pecahan bukanlah hasil dari usaha untuk mengubah batu, namun untuk menorehkan catatan untuk sebuah peradaban â€“ warisan dari abad ke-21 untuk masa yang akan datang.\nSunaryo menciptakan Wot Batu sebagai â€˜jembatan spiritualâ€™: penyeimbang antara jiwa manusia dengan wujud ragawi kehidupan, sebagai penghubung di antara empat elemen alam. Dalam Wot Batu, tanah, api, air dan angin berbicara satu sama lain dalam harmoni. Wot Batu menyampaikan gagasan tentang ruang dan waktu â€“ sebuah penyadaran tentang eksistensi manusia dalam dimensi alam yang tak berbatas.",Cagar Alam,Bandung,4.7,50000,17
53,Curug Batu Templek,"Curug Batu Templek Bandung adalah sebuah wisata alam air terjun yang terletak di Kota Bandung Timur. Dari sekian banyak wisata alam air terjun di Bandung, Curug Batu Templek tak kalah menarik karena pemandangan di sekitarnya dipenuhi dengan terbing yang berbatu cadas. Sejarah Curug Batu Templek sangat sederhana, hanya karena di tempat ini dahulunya terdapat penambangan batu yang terdapat sebuah aliran air terjun dan diketahui aliran tersebut berasal dari sungai yang ada di atas tebing sehingga dinamakan Curug Batu Templek.",Cagar Alam,Bandung,4.1,5000,21
54,Gereja Katedral Santo Petrus Bandung,"Gereja Katedral Bandung, atau Katedral Santo Petrus, adalah sebuah gereja yang terletak di Jalan Merdeka, Babakanciamis, Sumurbandung, Bandung, Indonesia. Bangunan ini dirancang oleh Charles Prosper Wolff Schoemaker dan bergaya arsitektur neo-Gothic akhir. Dilihat dari atas, bentuknya menyerupai salib yang simetris. Katedral Santo Petrus mempunyai luas tanah sebesar 2.385 mÂ² dan luas bangunan sebesar 785 mÂ². Gerejanya sendiri diberi nama St. Franciscus Regis pada tanggal 16 Juni 1895. Setelah Bandung memperoleh status gemeente (setingkat kotamadya) pada 1906, diputuskan untuk membangun bangunan gereja baru. Pembangunan bangunan yang baru dilaksanakan sepanjang tahun 1921. Katedral ini lalu diberkati pada 19 Februari 1922 oleh Mgr. Edmundus Luypen, S.J.",Tempat Ibadah,Bandung,4.8,0,23
55,Museum Mandala Wangsit Siliwangi,"Museum Wangsit Mandala Siliwangi adalah museum militer yang berada di Kota Bandung, Jawa Barat. Siliwangi merupakan nama komando daerah militer TNI-AD di Jawa Barat dan Banten yang namanya diambil dari raja dari Kerajaan Sunda yang beribu kota di Pakuan Pajajaran yang kekuasaanya konon tak terbatas, juga arif dan bijaksana serta wibawa dalam menjalankan roda pemerintahan. Sedangkan arti Mandala Wangsit merupakan sebuah tempat untuk menyimpan amanat, petuah atau nasihat dari pejuang masa lalu kepada generasi penerus melalu benda-benda yang ditinggalkannya. Museum ini diresmikan oleh panglima divisi Siliwangi Kolonel Ibrahim Adjie pada tanggal 23 Mei 1966. Museum ini berlokasi di Jalan Lembong, kecamatan Sumurbandung. Jalan ini diambil dari nama Letkol Lembong, salah satu prajurit Siliwangi yang menjadi korban dalam Peristiwa Kudeta Angkatan Perang Ratu Adil. Sebelumnya jalan itu bernama Oude Hospitaalweg.",Budaya,Bandung,4.4,10000,29
56,Caringin Tilu,"Bandung tidak pernah kehilangan pesonanya, wisata alamnya selalu membius wisatawan untuk berkunjung. Caringin Tilu salah satunya, wisata dengan pemandangan alam yang indah. Pemandangan Kota Bandung yang terhampar 180 derajat. Tempat favorit wisatawan di kawasan wisata ini adalah Bukit Moko. Dimana di sana tersedia banyak kafe dan tempat makan yang siap menemani libur santai wisatawan. Siang hari, pemandangan alam indah disuguhkan, dan malam hari saatnya digantikan pemandangan lampu kota.",Cagar Alam,Bandung,4.4,0,24
57,Panama Park 825,"Panama Park Bandung menjadi salah satu tempat bermain di Bandung, Jawa Barat. Wahana rekreasi yang disebut-sebut terbesar di Bandung ini dibuka sejak Mei 2019 lalu. Ada beberapa permainan yang ditawarkan di arena ini, misalnya playground hingga snow park yang berisi salju. Pengguna pun bisa merasakan sensasi salju sebenarnya.",Taman Hiburan,Bandung,4.4,50000,18
58,Sudut Pandang Bandung,"Sudut Pandang Cafe Bandung merupakan sebuah destinasi wisata baru di kawasan Pluncut. Sudut Pandang Cafe Bandung ini sendiri tepatnya berada di kawasan Sarae Hills di Jalan Pagermaneuh, RT 05/RW 07, Pagerwangi, Lembang, Kabupaten Bandung Barat, Jawa Barat. Sebagai informasi, Sarae Hills merupakan kawasan wisata di Punclut yang memadukan wisata alam, wisata kuliner, wisata selfie dan kegiatan outbound. Di kawasan ini, kamu bisa berlibur bersama teman atau keluarga sambil menikmati pemandangan alam serta Bandung city view. Sebelumnya Sarae Hills telah bekerja sama dengan beberapa tempat wisata yakni Tafso Barn, Lereng Anteng, De BlankON, Dago Bakery, Cakrawala Sparkling Nature, dan Dâ€™Dieuland. Nah, mulai tanggal 5 September kemarin, Sarae Hills dihiasi dengan sebuah cafe yang tak lain adalah Sudut Pandang Cafe Bandung.",Taman Hiburan,Bandung,4.6,50000,23
